	OM1	OM2	OM3	OM4	OM5	OM6	YM1	YM2	YM4	YM5	YM6	YM7
ENSMUSG00000096634	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000058017	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000107738	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000034957	7.79	1.99	2.27	0.00	2.77	2.97	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000031441	56.73	26.59	5.73	21.65	22.91	26.84	5.47	73.59	194.71	129.82	44.30	72.65
ENSMUSG00000088111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000102366	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000108161	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.02	1.91	0.00	4.95	0.00
ENSMUSG00000107154	0.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000082316	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000040703	0.00	0.00	13.93	0.00	0.75	0.00	0.00	0.44	4.14	0.00	0.00	0.08
ENSMUSG00000044221	19.56	6.37	6.40	6.59	4.10	6.64	10.73	17.37	43.47	16.41	23.08	8.21
ENSMUSG00000029676	4.88	7.28	9.95	8.38	7.59	0.00	9.97	7.81	5.32	4.45	6.18	3.02
ENSMUSG00000059534	1021.30	976.98	694.63	190.63	577.43	948.89	12.32	16.16	16.58	50.31	0.00	27.85
ENSMUSG00000097029	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000100005	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000094286	0.62	1.69	0.00	0.00	0.00	1.41	0.00	1.75	0.00	0.00	0.00	1.02
ENSMUSG00000098506	0.11	0.00	0.00	0.10	0.00	0.00	0.00	0.40	0.66	0.21	0.32	0.32
ENSMUSG00000080473	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000095903	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000085955	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000069378	10.44	23.03	0.00	19.91	17.73	0.00	0.87	23.45	27.04	24.40	2.73	28.17
ENSMUSG00000096502	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000081749	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000106780	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000060992	26.65	82.63	190.36	33.68	47.06	127.00	73.02	17.65	14.21	9.12	51.52	20.54
ENSMUSG00000099619	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000025237	0.51	0.17	2.52	1.26	0.18	0.15	0.33	0.25	0.28	0.00	6.93	0.66
ENSMUSG00000062868	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.29
ENSMUSG00000083441	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000103434	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064798	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000083893	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000032796	4.01	2.34	18.97	1.10	3.71	8.18	0.00	0.24	0.97	0.15	0.00	0.00
ENSMUSG00000028214	4.01	12.32	130.41	3.31	22.01	55.11	0.12	1.06	0.00	0.00	0.00	0.82
ENSMUSG00000072814	0.27	0.92	0.00	2.43	0.41	0.00	1.70	0.37	1.07	0.84	0.00	0.00
ENSMUSG00000023994	11.32	11.06	0.67	10.60	10.73	0.90	57.66	32.41	53.16	29.17	13.94	23.96
ENSMUSG00000094430	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.78	0.00	0.00	0.00
ENSMUSG00000031906	0.15	0.14	0.00	0.05	0.11	0.00	0.00	0.68	0.84	0.51	0.00	0.21
ENSMUSG00000080785	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000101583	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000092674	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000021392	15.01	6.85	1.52	7.26	9.36	0.95	13.71	28.08	52.78	39.58	28.80	29.18
ENSMUSG00000047171	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105030	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000082529	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000097993	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000086000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000101022	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000009471	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000022881	6.86	53.46	42.33	10.89	20.70	6.30	5.38	1.59	3.25	5.42	0.00	5.42
ENSMUSG00000074501	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000051232	22.91	69.95	37.97	83.65	58.17	65.43	59.14	41.36	11.80	69.88	25.13	68.98
ENSMUSG00000054715	0.00	1.88	4.01	0.00	1.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000104147	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000002845	73.69	118.31	87.28	179.89	130.93	88.00	194.19	166.36	112.27	83.21	47.43	134.07
ENSMUSG00000083283	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000102905	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.99	0.00	0.00
ENSMUSG00000057855	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000037944	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000093397	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000089432	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000101795	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.34	0.00	0.00	0.00
ENSMUSG00000104548	10.34	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	5.57	3.72	1.06
ENSMUSG00000052331	14.92	4.96	0.05	6.31	6.00	1.43	34.73	46.46	78.10	58.17	99.39	54.63
ENSMUSG00000063889	22.77	41.18	39.94	3.86	17.04	27.96	2.70	3.70	0.00	3.19	0.00	1.81
ENSMUSG00000104224	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000035248	5.95	4.84	3.41	5.59	6.08	4.81	4.87	4.47	12.52	4.65	4.82	11.14
ENSMUSG00000054034	0.35	0.00	2.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000077451	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000099104	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000078891	0.00	15.74	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000030787	0.00	0.07	0.00	0.53	0.00	0.23	0.00	0.00	0.00	0.00	0.00	0.43
ENSMUSG00000073388	0.15	0.00	1.63	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000001655	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.31	0.00	0.00	0.28
ENSMUSG00000039230	5.36	3.82	14.27	0.37	2.66	6.49	0.00	0.00	1.07	2.54	0.00	2.40
ENSMUSG00000097338	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000076407	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079001	0.00	0.00	0.00	1.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000022106	8.29	12.74	29.94	5.54	13.39	23.20	0.00	0.00	2.26	1.14	0.31	0.56
ENSMUSG00000008333	182.96	267.71	82.22	336.24	299.43	69.16	371.08	342.31	410.59	427.18	117.42	363.70
ENSMUSG00000094896	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000103315	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000083365	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000089647	0.09	0.00	0.00	0.00	0.10	0.34	0.06	0.05	0.00	0.00	0.00	0.07
ENSMUSG00000077426	0.00	0.00	26.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000020402	52.72	68.64	131.25	80.73	70.80	151.71	106.52	59.20	28.01	43.13	74.28	74.18
ENSMUSG00000095286	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000097181	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000094903	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000082194	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000084955	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000077591	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000076563	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000042684	0.00	1.28	3.53	3.98	4.39	6.02	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000096380	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.68	0.00	0.00	0.41
ENSMUSG00000093034	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000090213	2.62	4.74	8.87	2.26	4.15	4.99	1.51	2.62	10.71	2.57	5.28	1.67
ENSMUSG00000047126	30.38	14.51	16.35	6.66	7.70	39.74	2.08	19.93	6.26	15.57	3.09	22.76
ENSMUSG00000057170	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000091863	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000099448	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000085975	0.00	0.00	0.00	0.00	1.11	1.43	0.00	0.50	0.00	0.00	0.00	1.32
ENSMUSG00000031365	1.58	0.00	1.19	0.00	0.06	0.79	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000065798	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000107429	0.40	1.63	0.00	15.66	2.01	0.00	0.00	5.83	5.40	2.51	2.39	8.62
ENSMUSG00000029656	21.69	13.96	0.00	45.39	6.48	7.51	88.81	14.54	6.70	27.88	12.32	26.43
ENSMUSG00000027799	2.40	3.76	1.94	3.25	5.54	8.14	11.17	4.46	1.85	1.69	9.57	3.87
ENSMUSG00000040420	0.00	0.42	0.00	0.05	0.00	0.00	5.60	2.29	0.00	0.00	0.00	0.00
ENSMUSG00000067212	276.72	105.24	126.76	107.27	118.95	300.96	6.62	15.21	11.47	26.62	1.17	34.13
ENSMUSG00000089917	27.15	49.36	41.07	30.27	43.81	70.70	22.46	33.51	26.53	28.23	19.39	60.88
ENSMUSG00000031283	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.74	1.55	0.00	0.00	1.04
ENSMUSG00000062210	241.13	270.51	3.03	292.70	216.97	59.52	610.56	343.51	478.57	459.34	437.62	391.14
ENSMUSG00000095430	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000095169	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000044066	5.09	3.42	1.30	1.90	0.55	2.83	1.85	3.99	4.31	1.85	10.21	2.65
ENSMUSG00000027011	26.86	21.12	15.15	19.39	29.79	14.23	58.61	25.70	14.05	23.46	55.68	25.07
ENSMUSG00000091422	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.23	0.00	0.00	0.00	0.00
ENSMUSG00000006057	497.19	365.55	375.46	106.18	190.08	280.98	5.26	24.15	12.50	54.66	0.00	29.57
ENSMUSG00000048164	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.44	0.00	0.00	0.00	0.00
ENSMUSG00000053896	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000052188	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000090231	0.00	2.68	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000091844	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000073131	27.19	58.68	13.35	83.60	67.65	11.93	23.48	35.53	32.89	38.99	27.14	35.47
ENSMUSG00000029621	86.52	49.19	103.55	16.49	26.06	32.49	9.34	0.00	0.25	1.83	0.00	0.89
ENSMUSG00000082340	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000044276	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000031600	7.99	4.66	5.39	5.87	4.42	9.38	13.82	11.30	9.82	9.32	20.38	8.60
ENSMUSG00000104030	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000076228	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000087342	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000106736	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000026387	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000003418	0.02	0.21	0.55	1.49	0.10	0.00	8.37	1.82	1.87	1.71	6.59	2.60
ENSMUSG00000071350	6.54	6.33	0.00	13.28	8.59	0.00	9.09	8.09	28.83	9.81	13.55	6.01
ENSMUSG00000015668	101.61	98.45	107.03	93.35	101.54	53.01	22.25	67.26	69.31	77.03	16.20	61.49
ENSMUSG00000062901	13.45	5.90	15.89	2.50	6.97	7.72	1.03	2.40	2.46	1.09	2.49	2.25
ENSMUSG00000108732	0.04	0.81	0.00	0.00	0.00	0.40	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000104159	3.52	0.60	2.21	0.54	1.70	2.92	0.15	0.14	0.00	0.35	0.00	0.41
ENSMUSG00000078481	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000029781	7.30	9.16	28.24	0.72	11.79	14.85	2.69	0.28	0.00	0.20	0.00	0.00
ENSMUSG00000085706	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000099977	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000100031	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000041544	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000106951	0.00	0.23	0.20	0.00	0.00	0.47	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000028414	5.54	1.53	3.66	1.66	1.47	0.64	2.47	1.35	2.30	3.17	3.14	0.58
ENSMUSG00000069825	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000099199	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000044456	10.21	5.81	0.00	10.92	5.20	0.26	0.34	5.29	3.19	4.40	5.69	5.71
ENSMUSG00000105179	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000026125	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000094230	1.31	1.91	0.00	0.96	1.13	7.57	4.05	0.70	1.03	0.45	0.00	1.29
ENSMUSG00000070382	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105997	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000070378	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000095915	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105086	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000096808	0.23	0.00	0.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000025437	14.72	7.39	16.89	10.22	5.60	25.64	8.94	13.16	9.26	16.32	16.03	14.71
ENSMUSG00000033777	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000036002	8.69	1.94	4.10	2.15	3.16	0.00	0.00	1.66	2.23	1.01	1.32	2.21
ENSMUSG00000040715	9.50	14.92	1.29	10.41	3.87	0.00	0.00	35.47	7.44	8.60	42.86	31.30
ENSMUSG00000053024	0.02	1.59	0.00	0.11	0.21	0.00	0.00	3.24	3.88	2.67	0.00	2.05
ENSMUSG00000083241	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000037529	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.03	0.00	0.00
ENSMUSG00000103234	0.44	0.05	0.45	0.04	0.44	0.39	0.00	0.00	0.00	0.01	0.06	0.00
ENSMUSG00000022571	27.65	50.46	36.93	46.16	37.46	75.88	41.96	30.99	19.77	52.38	0.00	31.81
ENSMUSG00000107907	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000060879	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000100013	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000031755	1.39	1.28	4.83	2.02	2.75	0.00	0.22	3.35	0.00	1.07	0.00	2.42
ENSMUSG00000035949	25.34	27.84	23.14	20.97	23.35	67.78	39.61	11.37	3.33	7.12	32.82	5.49
ENSMUSG00000106926	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000042724	0.00	0.00	0.00	0.12	0.10	0.00	0.00	0.15	0.17	0.19	0.14	0.00
ENSMUSG00000001098	17.23	26.45	75.54	27.86	28.90	23.30	29.73	21.52	12.87	31.55	28.47	14.04
ENSMUSG00000094486	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000089659	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000101873	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000087796	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000081777	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000103020	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000074121	1.00	0.10	1.35	0.07	0.10	1.86	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000083755	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000093703	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000030834	0.00	0.57	0.00	0.42	0.11	0.00	0.34	0.00	0.00	0.06	0.00	0.13
ENSMUSG00000031241	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000025912	2.94	0.96	0.00	4.48	2.26	0.00	0.68	10.14	26.63	31.70	8.88	8.03
ENSMUSG00000001700	0.98	1.47	20.60	0.00	2.25	3.72	0.00	0.26	0.00	0.00	0.00	0.09
ENSMUSG00000082109	1.03	0.00	0.44	1.39	0.00	0.00	1.22	0.00	1.03	0.00	0.00	0.60
ENSMUSG00000075089	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000097164	0.85	0.40	1.00	0.00	0.00	0.00	2.74	1.65	0.53	1.23	0.29	0.52
ENSMUSG00000098151	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000092356	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000102776	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000046974	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000019055	1.73	7.84	24.17	6.55	6.72	9.81	2.01	1.51	2.29	1.50	0.94	3.54
ENSMUSG00000074156	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000037316	2.81	4.42	5.99	10.17	6.93	2.44	10.62	8.02	8.29	3.82	10.98	2.64
ENSMUSG00000025794	242.77	233.15	468.32	95.35	170.66	386.53	7.13	25.11	60.27	45.07	0.00	15.31
ENSMUSG00000051917	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000007589	39.17	97.65	25.97	152.13	79.23	20.20	195.94	145.30	106.96	159.16	25.73	149.39
ENSMUSG00000105424	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000017405	5.20	1.11	7.01	0.00	1.05	0.00	0.00	0.00	0.52	0.00	0.00	0.30
ENSMUSG00000068860	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000098126	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000075176	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105842	0.60	0.29	0.10	0.11	0.00	5.90	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000077271	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000026531	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000096122	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000094024	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000095645	0.00	3.48	1.25	1.43	0.00	14.42	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000021710	6.29	7.90	5.99	6.37	5.52	4.45	1.59	5.48	7.49	7.78	1.75	3.63
ENSMUSG00000042386	0.00	0.00	0.00	0.20	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000039903	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000088691	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000058388	7.05	6.38	4.59	5.92	10.24	3.22	18.60	16.15	17.78	20.35	15.70	16.87
ENSMUSG00000090236	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000078903	7.73	0.00	9.14	0.00	2.76	3.78	2.29	0.58	0.00	1.89	2.52	0.00
ENSMUSG00000107459	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000082204	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000062483	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000031410	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
